well_id,easting,northing,depth_tvd_m,porosity_pct,gamma_ray_api,bulk_density_gcc,formation_top_tvd,formation_base_tvd,formation_thickness_m,distance_to_usp_km,flag,flag_reason,vshale
JUT-01,134098.0,451726.0,1661.1671999999999,,46.9099,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.25989444112396265
JUT-01,134098.0,451726.0,1661.6584,,45.8537,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.17764340101275808
JUT-01,134098.0,451726.0,1662.1496,,44.7331,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.09037724351548831
JUT-01,134098.0,451726.0,1662.6408,,45.0015,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.11127875759032958
JUT-01,134098.0,451726.0,1663.1319999999998,,45.9182,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.18266630584817972
JUT-01,134098.0,451726.0,1663.6232,,46.2291,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.20687748589984972
JUT-01,134098.0,451726.0,1664.1144,,46.1018,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.19696406286807847
JUT-01,134098.0,451726.0,1664.6055999999999,,45.9444,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.18470661757977772
JUT-01,134098.0,451726.0,1665.0968,,47.0895,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.27388070016957183
JUT-01,134098.0,451726.0,1665.588,,46.9466,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.26275243503807066
JUT-01,134098.0,451726.0,1666.0792,,46.1043,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.19715874910200992
JUT-01,134098.0,451726.0,1666.5703999999998,,45.0474,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.11485319684530454
JUT-01,134098.0,451726.0,1667.0616,,43.705,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.010314476673668775
JUT-01,134098.0,451726.0,1667.5528,,42.3631,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.0
JUT-01,134098.0,451726.0,1668.0439999999999,,41.0223,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.0
JUT-01,134098.0,451726.0,1668.5352,,40.4711,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.0
JUT-01,134098.0,451726.0,1669.0264,,42.4418,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.0
JUT-01,134098.0,451726.0,1669.5176,,44.413,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.06544961812295191
JUT-01,134098.0,451726.0,1670.0087999999998,,46.6571,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.24020776914885128
JUT-01,134098.0,451726.0,1670.5,,49.8368,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.4878252963611194
JUT-01,134098.0,451726.0,1670.9912,,52.1395,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6671468927103632
JUT-01,134098.0,451726.0,1671.4823999999999,,51.955,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6527790486462491
JUT-01,134098.0,451726.0,1671.9736,,50.943,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.573970061150946
JUT-01,134098.0,451726.0,1672.4648,,49.5481,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.4653429300667578
JUT-01,134098.0,451726.0,1672.956,,48.9869,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.42163976427390787
JUT-01,134098.0,451726.0,1673.4471999999998,,48.4745,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.38173687376739274
JUT-01,134098.0,451726.0,1673.9384,,50.0831,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5070057841280102
JUT-01,134098.0,451726.0,1674.4296,,50.6246,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5491748223974832
JUT-01,134098.0,451726.0,1674.9207999999999,,50.3588,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5284757820059304
JUT-01,134098.0,451726.0,1675.412,,49.3762,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.4519563046216563
JUT-01,134098.0,451726.0,1675.9032,,48.4556,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.38026504583887355
JUT-01,134098.0,451726.0,1676.3944,,49.272,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.4438417823914088
JUT-01,134098.0,451726.0,1676.8855999999998,,51.2883,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6008601237815075
JUT-01,134098.0,451726.0,1677.3768,,52.1856,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6707369068640526
JUT-01,134098.0,451726.0,1677.868,,51.0805,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5846778040171559
JUT-01,134098.0,451726.0,1678.3591999999999,,49.6104,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.4701945110163205
JUT-01,134098.0,451726.0,1678.8504,,50.1581,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5128463711459424
JUT-01,134098.0,451726.0,1679.3416,,50.2324,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5186324460183744
JUT-01,134098.0,451726.0,1679.8328,,49.7141,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.47827009599978215
JUT-01,134098.0,451726.0,1680.3239999999998,,49.1968,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.43798562047476214
JUT-01,134098.0,451726.0,1680.8152,,49.6544,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.4736209887335079
JUT-01,134098.0,451726.0,1681.3064,,50.9431,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5739778486003034
JUT-01,134098.0,451726.0,1681.7975999999999,,52.1536,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6682449230697345
JUT-01,134098.0,451726.0,1682.2888,,52.0211,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.657926552671387
JUT-01,134098.0,451726.0,1682.78,,51.8866,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.647452433285895
JUT-01,134098.0,451726.0,1683.2712,,50.6517,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5512852211732959
JUT-01,134098.0,451726.0,1683.7623999999998,,49.288,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.4450877742885676
JUT-01,134098.0,451726.0,1684.2536,,47.9256,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.33899156424548404
JUT-01,134098.0,451726.0,1684.7448,,46.7753,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.24941253428911309
JUT-01,134098.0,451726.0,1685.2359999999999,,46.3425,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.21570845347096365
JUT-01,134098.0,451726.0,1685.7272,,46.5323,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.23048903235101148
JUT-01,134098.0,451726.0,1686.2184,,46.8899,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.2583369512525137
JUT-01,134098.0,451726.0,1686.7096,,47.1875,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.28151240053967025
JUT-01,134098.0,451726.0,1687.2007999999998,,47.1871,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.2814812507422414
JUT-01,134098.0,451726.0,1687.692,,46.84,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.2544510140232497
JUT-01,134098.0,451726.0,1688.1832,,46.3613,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.2171724939501253
JUT-01,134098.0,451726.0,1688.6743999999999,,45.1155,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.12015644985758683
JUT-01,134098.0,451726.0,1689.1656,,46.1759,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.20273456284179595
JUT-01,134098.0,451726.0,1689.6568,,50.0919,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5076910796714478
JUT-01,134098.0,451726.0,1690.148,,52.9435,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.7297579855426003
JUT-01,134098.0,451726.0,1690.6391999999998,,51.5258,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6193553160049604
JUT-01,134098.0,451726.0,1691.1304,,49.9855,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.4994052335553407
JUT-01,134098.0,451726.0,1691.6216,,50.9127,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5716104639957015
JUT-01,134098.0,451726.0,1692.1127999999999,,53.4487,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.7691001796953941
JUT-01,134098.0,451726.0,1692.604,,56.2702,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.9888230633100167
JUT-01,134098.0,451726.0,1693.0952,,58.35,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,1.0
JUT-01,134098.0,451726.0,1693.5864,,56.3629,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.9960420288641814
JUT-01,134098.0,451726.0,1694.0775999999998,,54.3752,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.841250897990254
JUT-01,134098.0,451726.0,1694.5688,,53.1154,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.7431446109877018
JUT-01,134098.0,451726.0,1695.06,,51.9966,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6560186275788626
JUT-01,134098.0,451726.0,1695.55405,,53.3267,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.7595994914795572
JUT-01,134098.0,451726.0,1696.0481,,55.3107,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.9141024867272658
JUT-01,134098.0,451726.0,1696.54215,,53.9236,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.8060827766929429
JUT-01,134098.0,451726.0,1697.0362,,51.4342,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6122220123937254
JUT-01,134098.0,451726.0,1697.53025,,47.8603,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.33390635981520406
JUT-01,134098.0,451726.0,1698.0243,,48.0854,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.35143590831835875
JUT-01,134098.0,451726.0,1698.51835,,48.2815,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.36670709650791317
JUT-01,134098.0,451726.0,1699.0123999999998,,48.4672,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.3811683899643139
JUT-01,134098.0,451726.0,1699.5064499999999,,50.0592,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5051445837316287
JUT-01,134098.0,451726.0,1700.0004999999999,,52.1776,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.670113910915473
JUT-01,134098.0,451726.0,1700.49455,,51.753,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6370484009446177
JUT-01,134098.0,451726.0,1700.9886,,49.6777,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.4754354644337455
JUT-01,134098.0,451726.0,1701.48265,,47.6071,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.3141885380426638
JUT-01,134098.0,451726.0,1701.9767,,47.8036,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.3294908760296471
JUT-01,134098.0,451726.0,1702.47075,,49.0929,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.429894460592586
JUT-01,134098.0,451726.0,1702.9648,,46.9561,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.263492242727009
JUT-01,134098.0,451726.0,1703.45885,,44.7328,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.09035388116741636
JUT-01,134098.0,451726.0,1703.9529,,44.4521,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.06849451082163446
JUT-01,134098.0,451726.0,1704.44695,,46.0577,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.1935297977015341
JUT-01,134098.0,451726.0,1704.941,,48.3983,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.3758028373571733
JUT-01,134098.0,451726.0,1705.43505,,48.7499,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.4031835092972409
JUT-01,134098.0,451726.0,1705.9290999999998,,48.6768,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.39749088381709624
JUT-01,134098.0,451726.0,1706.4231499999999,,48.1313,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.3550103475733337
JUT-01,134098.0,451726.0,1706.9171999999999,,47.5862,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.31256096112699955
JUT-01,134098.0,451726.0,1707.4112499999999,,47.0407,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.270080424883237
JUT-01,134098.0,451726.0,1707.9053,,46.4991,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.2279035991644066
JUT-01,134098.0,451726.0,1708.39935,,48.4967,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.3834656875247006
JUT-01,134098.0,451726.0,1708.8934,,51.2064,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5944822027579254
JUT-01,134098.0,451726.0,1709.38745,,52.4606,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6921523925964719
JUT-01,134098.0,451726.0,1709.8815,,54.273,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.8332921247471515
JUT-01,134098.0,451726.0,1710.37555,,56.0866,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.9745253062901174
JUT-01,134098.0,451726.0,1710.8696,,57.7885,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,1.0
JUT-01,134098.0,451726.0,1711.36365,,57.286,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,1.0
JUT-01,134098.0,451726.0,1711.8577,,56.7843,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,1.0
JUT-01,134098.0,451726.0,1712.35175,,56.499,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,1.0
JUT-01,134098.0,451726.0,1712.8457999999998,,56.3853,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.9977864175202037
JUT-01,134098.0,451726.0,1713.3398499999998,,56.2718,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.9889476624997323
JUT-01,134098.0,451726.0,1713.8338999999999,,56.1581,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.9800933325805464
JUT-01,134098.0,451726.0,1714.3279499999999,,56.0444,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.9712390026613611
JUT-01,134098.0,451726.0,1714.822,,55.7989,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.9521208144893286
JUT-01,134098.0,451726.0,1715.31605,,53.4161,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.7665614712049326
JUT-01,134098.0,451726.0,1715.8101,,52.3627,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6845284796757304
JUT-01,134098.0,451726.0,1716.30415,,54.8966,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.8818546589389211
JUT-01,134098.0,451726.0,1716.7982,,55.6265,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.9386952517974407
JUT-01,134098.0,451726.0,1717.29225,,56.5863,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,1.0
JUT-01,134098.0,451726.0,1717.7863,,59.036,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,1.0
JUT-01,134098.0,451726.0,1718.28035,,56.9624,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,1.0
JUT-01,134098.0,451726.0,1718.7744,,54.8877,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.8811615759461267
JUT-01,134098.0,451726.0,1719.26845,,53.2467,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.7533695319937621
JUT-01,134098.0,451726.0,1719.7624999999998,,54.9062,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.8826022540772164
JUT-01,134098.0,451726.0,1720.2565499999998,,55.5742,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.9346224157836022
JUT-01,134098.0,451726.0,1720.7505999999998,,53.624,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.7827515784186418
JUT-01,134098.0,451726.0,1721.2446499999999,,52.2362,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6746773562388175
JUT-01,134098.0,451726.0,1721.7386999999999,,51.0439,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5818275975524048
JUT-01,134098.0,451726.0,1722.23275,,49.8555,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.4892815493909241
JUT-01,134098.0,451726.0,1722.7268,,51.6028,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6253516520100382
JUT-01,134098.0,451726.0,1723.22085,,53.8507,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.8004057261115127
JUT-01,134098.0,451726.0,1723.7149,,54.0892,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.8189787928285378
JUT-01,134098.0,451726.0,1724.20895,,54.3269,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.8374895599507056
JUT-01,134098.0,451726.0,1724.703,,53.9194,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.8057557038199389
JUT-01,134098.0,451726.0,1725.19705,,53.3512,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.7615074165720815
JUT-01,134098.0,451726.0,1725.6911,,52.7946,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.7181624734496651
JUT-01,134098.0,451726.0,1726.18515,,52.3164,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6809228906233271
JUT-01,134098.0,451726.0,1726.6792,,50.9549,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5748967676244583
JUT-01,134098.0,451726.0,1727.1732499999998,,50.8305,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5652091806240473
JUT-01,134098.0,451726.0,1727.6672999999998,,53.594,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.7804153436114687
JUT-01,134098.0,451726.0,1728.1613499999999,,56.3496,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.9950062980996679
JUT-01,134098.0,451726.0,1728.6553999999999,,54.7455,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.8700878229601263
JUT-01,134098.0,451726.0,1729.14945,,53.3285,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.7597396655679872
JUT-01,134098.0,451726.0,1729.6435,,52.9969,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.733916483499368
JUT-01,134098.0,451726.0,1730.13755,,50.942,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5738921866573737
JUT-01,134098.0,451726.0,1730.6316,,51.3421,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6050497715357047
JUT-01,134098.0,451726.0,1731.12565,,52.2969,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6794043379986645
JUT-01,134098.0,451726.0,1731.6197,,54.0619,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.8168528191540105
JUT-01,134098.0,451726.0,1732.11375,,54.6576,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.8632426549751095
JUT-01,134098.0,451726.0,1732.6078,,54.2329,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.8301693575548967
JUT-01,134098.0,451726.0,1733.10185,,55.2545,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.9097259401884953
JUT-01,134098.0,451726.0,1733.5959,,55.5405,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.9319980453502115
JUT-01,134098.0,451726.0,1734.0899499999998,,54.3478,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.8391171368663694
JUT-01,134098.0,451726.0,1734.5839999999998,,53.4791,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.7714675642999962
JUT-01,134098.0,451726.0,1735.0780499999998,,52.712,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.7117300402805821
JUT-01,134098.0,451726.0,1735.5720999999999,,51.9454,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6520314535079539
JUT-01,134098.0,451726.0,1736.0661499999999,,51.0495,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5822636947164105
JUT-01,134098.0,451726.0,1736.5602,,48.9072,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.4154331671361852
JUT-01,134098.0,451726.0,1737.05425,,50.306,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.5243640087453054
JUT-01,134098.0,451726.0,1737.5483,,52.2646,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.6768889918562749
JUT-01,134098.0,451726.0,1738.04235,,49.3278,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.448187179132751
JUT-01,134098.0,451726.0,1738.5364,,46.7592,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.2481587549425968
JUT-01,134098.0,451726.0,1739.03045,,44.8004,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.09561819693291336
JUT-01,134098.0,451726.0,1739.5245,,42.84,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.0
JUT-01,134098.0,451726.0,1740.01855,,40.8824,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.0
JUT-01,134098.0,451726.0,1740.5126,,39.832,,1659.5,1787.0,127.5,7.748433712693166,corrected,TVD computed from well path survey interpolation,0.0
